"Date","Time (GMT)","Highest","MHHW (ft)","MHW (ft)","MSL (ft)","MTL (ft)","MLW (ft)","MLLW (ft)","Lowest (ft)","Inf"
"2002/09/01","00:00","11.646","9.864","9.444","4.995","4.974","0.504","0.264","-1.579","0"
"2002/10/01","00:00","11.485","9.881","9.415","4.986","4.974","0.533","0.248","-1.648","0"
"2002/11/01","00:00","12.508","9.785","9.405","4.913","4.884","0.363","-0.031","-1.698","0"
"2002/12/01","00:00","11.357","10.015","9.503","4.926","4.913","0.323","-0.034","-2.364","0"
"2003/01/01","00:00","12.495","9.999","9.411","4.874","4.818","0.225","-0.142","-2.131","0"
"2003/02/01","00:00","11.334","9.503","9.031","4.556","4.521","0.012","-0.274","-1.383","0"
"2003/03/01","00:00","11.455","9.595","9.172","4.631","4.567","-0.037","-0.405","-1.845","0"
"2003/04/01","00:00","11.258","9.749","9.388","4.874","4.835","0.281","-0.044","-2.341","0"
"2003/05/01","00:00","11.295","9.894","9.48","5.028","4.997","0.514","0.051","-2.616","0"
"2003/06/01","00:00","11.911","10.054","9.536","5.117","5.084","0.632","0.179","-1.632","0"
"2003/07/01","00:00","11.521","10.048","9.513","5.081","5.036","0.56","0.136","-1.212","0"
"2003/08/01","00:00","11.127","10.041","9.572","5.041","5.004","0.435","0.166","-0.933","0"
"2003/09/01","00:00","11.731","9.976","9.592","5.031","4.997","0.402","0.133","-0.93","0"
"2003/10/01","00:00","11.879","9.923","9.52","5.025","4.987","0.455","0.048","-1.747","0"
"2003/11/01","00:00","12.007","9.936","9.474","4.999","4.969","0.465","0.002","-1.858","0"
"2003/12/01","00:00","12.246","10.022","9.52","5.035","5.005","0.491","0.064","-1.973","0"
"2004/01/01","00:00","11.61","9.795","9.188","4.812","4.799","0.409","0.058","-1.514","0"
"2004/02/01","00:00","11.99","9.664","9.175","4.687","4.669","0.163","-0.165","-1.369","0"
"2004/03/01","00:00","11.144","9.611","9.192","4.776","4.759","0.327","-0.011","-1.097","0"
"2004/04/01","00:00","11.445","9.756","9.323","4.874","4.841","0.36","-0.064","-1.324","0"
"2004/05/01","00:00","11.685","9.825","9.379","4.907","4.872","0.366","-0.06","-1.934","0"
"2004/06/01","00:00","11.898","10.12","9.579","5.038","5.004","0.428","-0.051","-2.245","0"
"2004/07/01","00:00","11.787","10.182","9.595","5.018","4.986","0.376","-0.064","-1.904","0"
"2004/08/01","00:00","11.57","10.107","9.589","5.022","4.984","0.379","0.071","-1.645","0"
"2004/09/01","00:00","10.973","9.93","9.539","5.094","5.059","0.579","0.34","-0.871","0"
"2004/10/01","00:00","11.449","10.084","9.716","5.34","5.314","0.911","0.55","-0.526","0"
"2004/11/01","00:00","11.459","9.923","9.461","5.156","5.133","0.806","0.382","-1.035","0"
"2004/12/01","00:00","12.374","9.877","9.372","5.113","5.084","0.796","0.323","-1.583","0"
"2005/01/01","00:00","11.993","9.933","9.444","5.051","5.022","0.599","0.143","-1.944","0"
"2005/02/01","00:00","12.659","10.074","9.569","5.054","5.033","0.497","0.166","-1.619","0"
"2005/03/01","00:00","12.417","10.238","9.808","5.268","5.232","0.655","0.255","-1.74","0"
"2005/04/01","00:00","11.974","10.271","9.858","5.33","5.287","0.717","0.281","-0.953","0"
"2005/05/01","00:00","12.6","10.435","9.992","5.448","5.432","0.871","0.36","-0.651","0"
"2005/06/01","00:00","11.902","10.386","9.858","5.284","5.261","0.665","0.136","-1.419","0"
"2005/07/01","00:00","12.02","10.218","9.641","5.173","5.15","0.658","0.241","-1.671","0"
"2005/08/01","00:00","11.816","10.074","9.503","5.11","5.077","0.652","0.3","-1.369","0"
"2005/09/01","00:00","11.528","9.907","9.431","5.041","5.012","0.592","0.307","-1.373","0"
"2005/10/01","00:00","11.501","9.933","9.536","5.218","5.187","0.839","0.435","-1.107","0"
"2005/11/01","00:00","11.094","9.976","9.477","5.084","5.051","0.625","0.159","-1.268","0"
"2005/12/01","00:00","11.721","10.068","9.438","4.969","4.945","0.451","-0.07","-1.438","0"
"2006/01/01","00:00","12.508","10.202","9.52","5.038","4.987","0.455","0.015","-1.514","0"
"2006/02/01","00:00","12.472","9.969","9.342","4.959","4.938","0.533","0.136","-1.734","0"
"2006/03/01","00:00","11.672","9.969","9.556","4.976","4.938","0.32","-0.008","-1.885","0"
"2006/04/01","00:00","11.229","9.913","9.457","4.949","4.908","0.36","-0.067","-1.727","0"
"2006/05/01","00:00","11.498","10.232","9.72","5.274","5.243","0.766","0.241","-1.064","0"
"2006/06/01","00:00","10.97","10.182","9.631","5.238","5.202","0.773","0.317","-1.018","0"
"2006/07/01","00:00","11.439","10.038","9.49","5.094","5.058","0.625","0.238","-1.281","0"
"2006/08/01","00:00","11.544","9.995","9.464","5.117","5.082","0.701","0.451","-1.291","0"
"2006/09/01","00:00","11.39","10.071","9.552","5.156","5.128","0.704","0.468","-1.232","0"
"2006/10/01","00:00","11.557","10.084","9.572","5.225","5.214","0.855","0.474","-1.822","0"
"2006/11/01","00:00","11.386","10.1","9.644","5.107","5.077","0.51","0.136","-1.99","0"
"2006/12/01","00:00","11.849","9.946","9.395","4.9","4.882","0.369","-0.074","-1.35","0"
"2007/01/01","00:00","11.049","9.812","9.244","4.858","4.826","0.409","0.048","-1.481","0"
"2007/02/01","00:00","11.623","9.611","9.132","4.703","4.651","0.169","-0.064","-1.747","0"
"2007/03/01","00:00","11.157","9.434","8.998","4.579","4.538","0.077","-0.27","-2.649","0"
"2007/04/01","00:00","13.161","10.008","9.638","5.159","5.122","0.606","0.228","-1.619","0"
"2007/05/01","00:00","12.315","9.923","9.421","4.953","4.917","0.412","-0.06","-1.711","0"
"2007/06/01","00:00","11.728","10.251","9.687","5.225","5.195","0.704","0.241","-0.989","0"
"2007/07/01","00:00","NaN","10.081","9.5","5.031","4.995","0.491","0.127","-0.766","13"
"2007/08/01","00:00","10.907","9.969","9.507","4.949","4.905","0.304","0.084","-0.92","0"
"2007/09/01","00:00","11.57","9.818","9.382","4.838","4.799","0.215","-0.083","-1.494","0"
"2007/10/01","00:00","11.777","9.992","9.546","5.028","4.987","0.428","0.018","-2.196","0"
"2007/11/01","00:00","11.55","9.936","9.428","4.835","4.795","0.163","-0.28","-2.39","0"
"2007/12/01","00:00","11.429","9.782","9.192","4.716","4.677","0.163","-0.247","-2.019","0"
"2008/01/01","00:00","10.763","9.726","9.162","4.746","4.713","0.264","-0.09","-2.423","0"
"2008/02/01","00:00","11.006","9.739","9.195","4.707","4.674","0.153","-0.126","-1.668","0"
"2008/03/01","00:00","11.314","9.602","9.132","4.743","4.72","0.307","-0.057","-1.766","0"
"2008/04/01","00:00","11.127","9.71","9.303","4.792","4.756","0.209","-0.201","-2.042","0"
"2008/05/01","00:00","12.089","10.291","9.782","5.241","5.214","0.645","0.189","-1.776","0"
"2008/06/01","00:00","11.928","10.235","9.677","5.087","5.051","0.425","-0.014","-1.878","0"
"2008/07/01","00:00","11.826","10.225","9.621","4.989","4.951","0.281","-0.126","-1.862","0"
"2008/08/01","00:00","11.859","10.199","9.69","5.143","5.092","0.494","0.222","-0.956","0"
"2008/09/01","00:00","10.599","9.9","9.516","5.068","5.03","0.543","0.3","-0.68","0"
"2008/10/01","00:00","11.557","10.005","9.631","5.215","5.184","0.737","0.422","-0.953","0"
"2008/11/01","00:00","12.23","10.018","9.52","5.12","5.091","0.661","0.271","-1.458","0"
"2008/12/01","00:00","12.351","9.73","9.172","4.815","4.779","0.386","-0.064","-2.124","0"
"2009/01/01","00:00","12.19","9.812","9.303","4.881","4.862","0.422","0.048","-1.694","0"
"2009/02/01","00:00","11.675","10.005","9.503","5.022","4.997","0.491","0.232","-1.566","0"
"2009/03/01","00:00","11.419","9.799","9.365","4.871","4.821","0.278","-0.028","-2.003","0"
"2009/04/01","00:00","11.354","10.018","9.585","5.058","5.018","0.451","0.025","-1.343","0"
"2009/05/01","00:00","11.377","10.002","9.566","5.025","4.99","0.415","-0.054","-1.606","0"
"2009/06/01","00:00","12.394","10.445","9.969","5.405","5.373","0.776","0.363","-1.212","0"
"2009/07/01","00:00","11.987","10.373","9.864","5.396","5.366","0.868","0.517","-1.563","0"
"2009/08/01","00:00","11.777","10.13","9.605","5.156","5.125","0.645","0.346","-1.117","0"
"2009/09/01","00:00","11.252","10.081","9.651","5.163","5.125","0.599","0.33","-1.209","0"
"2009/10/01","00:00","11.77","10.215","9.818","5.36","5.338","0.858","0.524","-0.579","0"
"2009/11/01","00:00","11.308","10.1","9.631","5.232","5.194","0.757","0.317","-0.697","0"
"2009/12/01","00:00","12.469","10.34","9.733","5.232","5.197","0.661","0.218","-1.084","0"
"2010/01/01","00:00","12.905","10.612","10.041","5.402","5.361","0.681","0.353","-2.265","0"
"2010/02/01","00:00","12.131","10.589","10.146","5.596","5.576","1.006","0.678","-1.858","0"
"2010/03/01","00:00","12.597","10.779","10.366","5.602","5.55","0.734","0.425","-1.015","0"
"2010/04/01","00:00","12.321","10.543","10.094","5.432","5.392","0.691","0.294","-0.976","0"
"2010/05/01","00:00","11.649","10.34","9.818","5.261","5.222","0.625","0.169","-0.68","0"
"2010/06/01","00:00","11.518","10.435","9.894","5.379","5.345","0.796","0.425","-1.133","0"
"2010/07/01","00:00","11.734","10.264","9.746","5.261","5.227","0.707","0.402","-1.127","0"
"2010/08/01","00:00","11.921","10.232","9.753","5.268","5.232","0.711","0.507","-1.228","0"
"2010/09/01","00:00","12.095","10.369","9.881","5.337","5.304","0.727","0.478","-1.123","0"
"2010/10/01","00:00","12.052","10.327","9.871","5.366","5.333","0.796","0.455","-1.386","0"
"2010/11/01","00:00","12.436","10.346","9.93","5.3","5.276","0.622","0.238","-1.698","0"
"2010/12/01","00:00","12.22","10.681","10.143","5.504","5.489","0.835","0.412","-0.763","0"
"2011/01/01","00:00","12.735","10.386","9.881","5.238","5.218","0.556","0.195","-1.783","0"
"2011/02/01","00:00","12.043","10.199","9.736","5.146","5.115","0.494","0.287","-1.661","0"
"2011/03/01","00:00","12.138","9.989","9.602","5.022","4.986","0.369","0.123","-2.239","0"
"2011/04/01","00:00","12.059","10.143","9.756","5.169","5.13","0.504","0.182","-2.022","0"
"2011/05/01","00:00","12.046","10.346","9.903","5.379","5.343","0.783","0.415","-1.415","0"
"2011/06/01","00:00","12.033","10.478","9.982","5.435","5.402","0.822","0.438","-0.559","0"
"2011/07/01","00:00","11.413","10.425","9.917","5.343","5.3","0.684","0.389","-0.474","0"
"2011/08/01","00:00","11.918","10.445","10.051","5.409","5.36","0.668","0.461","-1.209","0"
"2011/09/01","00:00","12.269","10.261","9.913","5.251","5.222","0.53","0.337","-1.399","0"
"2011/10/01","00:00","12.016","10.386","10.025","5.412","5.364","0.704","0.376","-1.763","0"
"2011/11/01","00:00","12.239","10.068","9.648","5.081","5.041","0.432","0.054","-1.783","0"
"2011/12/01","00:00","12.023","9.877","9.444","4.982","4.953","0.461","0.058","-1.458","0"
"2012/01/01","00:00","11.803","9.93","9.359","4.91","4.881","0.402","0.031","-1.291","0"
"2012/02/01","00:00","10.93","9.89","9.418","4.92","4.89","0.36","0.104","-0.779","0"
"2012/03/01","00:00","10.776","9.756","9.424","4.953","4.928","0.432","0.133","-1.753","0"
"2012/04/01","00:00","11.879","10.104","9.792","5.235","5.199","0.606","0.271","-1.202","0"
"2012/05/01","00:00","11.928","10.159","9.72","5.091","5.064","0.409","-0.001","-1.917","0"
"2012/06/01","00:00","13.017","10.619","10.13","5.504","5.468","0.806","0.389","-1.068","0"
"2012/07/01","00:00","12.043","10.501","9.979","5.314","5.284","0.589","0.235","-1.117","0"
"2012/08/01","00:00","11.688","10.455","9.995","5.376","5.332","0.668","0.412","-0.621","0"
"2012/09/01","00:00","11.409","10.1","9.762","5.241","5.2","0.638","0.435","-0.9","0"
"2012/10/01","00:00","11.882","10.258","9.923","5.442","5.402","0.878","0.553","-1.14","0"
"2012/11/01","00:00","12.233","10.284","9.861","5.268","5.228","0.596","0.189","-1.917","0"
"2012/12/01","00:00","12.007","10.363","9.917","5.389","5.35","0.783","0.392","-1.986","0"
"2013/01/01","00:00","12.239","9.992","9.549","4.992","4.958","0.366","0.028","-1.724","0"
"2013/02/01","00:00","11.77","10.136","9.73","5.064","5.038","0.346","0.051","-1.127","0"
"2013/03/01","00:00","11.908","10.655","10.307","5.478","5.422","0.537","0.3","-1.215","0"
"2013/04/01","00:00","11.751","10.189","9.861","5.064","4.999","0.136","-0.208","-1.927","0"
"2013/05/01","00:00","12.617","10.294","9.913","5.087","5.043","0.173","-0.241","-2.081","0"
"2013/06/01","00:00","12.262","10.504","10.077","5.3","5.255","0.432","0.074","-1.753","0"
"2013/07/01","00:00","12.502","10.451","10.015","5.307","5.268","0.52","0.222","-1.324","0"
"2013/08/01","00:00","11.862","10.337","9.887","5.258","5.236","0.586","0.333","-1.376","0"
"2013/09/01","00:00","11.091","10.169","9.805","5.238","5.2","0.596","0.379","-0.976","0"
"2013/10/01","00:00","11.491","10.107","9.769","5.235","5.21","0.652","0.346","-0.766","0"
"2013/11/01","00:00","11.511","9.949","9.513","4.949","4.915","0.317","-0.093","-1.383","0"
"2013/12/01","00:00","12.003","10.159","9.644","4.926","4.895","0.146","-0.254","-2.531","0"
"2014/01/01","00:00","12.833","10.333","9.799","5.028","4.972","0.146","-0.215","-2.426","0"
"2014/02/01","00:00","11.57","10.061","9.605","4.897","4.874","0.143","-0.152","-2.337","0"
"2014/03/01","00:00","11.718","10.163","9.802","4.963","4.918","0.035","-0.221","-2.118","0"
"2014/04/01","00:00","11.6","10.31","9.959","5.123","5.077","0.195","-0.126","-1.169","0"
"2014/05/01","00:00","11.508","10.458","10.031","5.278","5.233","0.435","0.015","-1.235","0"
"2014/06/01","00:00","12.089","10.425","9.946","5.238","5.194","0.442","0.058","-1.563","0"
"2014/07/01","00:00","12.029","10.343","9.874","5.189","5.143","0.412","0.091","-1.717","0"
"2014/08/01","00:00","11.997","10.297","9.887","5.225","5.182","0.478","0.287","-1.606","0"
"2014/09/01","00:00","11.744","10.173","9.792","5.11","5.074","0.356","0.195","-1.507","0"
"2014/10/01","00:00","11.908","10.425","10.061","5.379","5.353","0.645","0.382","-1.32","0"
"2014/11/01","00:00","11.872","10.222","9.815","5.097","5.061","0.307","-0.028","-1.409","0"
"2014/12/01","00:00","11.797","10.255","9.821","5.074","5.048","0.274","-0.064","-1.583","0"
"2015/01/01","00:00","12.233","9.903","9.454","4.805","4.774","0.094","-0.267","-1.747","0"
"2015/02/01","00:00","12.335","9.999","9.608","4.874","4.821","0.035","-0.251","-2.902","0"
"2015/03/01","00:00","12.003","9.598","9.316","4.638","4.603","-0.11","-0.356","-2.574","0"
"2015/04/01","00:00","12.184","9.986","9.68","4.949","4.9","0.12","-0.159","-1.999","0"
"2015/05/01","00:00","11.445","9.858","9.513","4.841","4.8","0.087","-0.27","-1.609","0"
"2015/06/01","00:00","11.016","10.12","9.703","5.054","5.012","0.32","-0.021","-1.061","0"
"2015/07/01","00:00","11.236","10.366","9.91","5.179","5.14","0.369","0.071","-1.347","0"
"2015/08/01","00:00","11.541","10.261","9.897","5.091","5.04","0.182","-0.018","-1.511","0"
"2015/09/01","00:00","12.115","10.041","9.756","5.022","4.974","0.192","0.048","-2.091","0"
"2015/10/01","00:00","11.997","10.133","9.828","5.084","5.045","0.261","-0.001","-2.118","0"
"2015/11/01","00:00","10.829","9.851","9.529","4.881","4.846","0.163","-0.234","-2.449","0"
"2015/12/01","00:00","11.439","9.936","9.523","4.953","4.923","0.323","-0.097","-1.412","0"
"2016/01/01","00:00","11.613","10.054","9.634","5.068","5.046","0.458","0.146","-1.402","0"
"2016/02/01","00:00","12.407","10.084","9.68","4.933","4.899","0.117","-0.175","-1.704","0"
"2016/03/01","00:00","11.685","9.89","9.585","4.953","4.91","0.235","-0.067","-2.013","0"
"2016/04/01","00:00","12.673","10.035","9.762","5.022","4.981","0.199","-0.188","-2.183","0"
"2016/05/01","00:00","12.377","10.133","9.792","4.995","4.963","0.133","-0.267","-1.97","0"
"2016/06/01","00:00","12.459","10.386","9.936","5.107","5.066","0.195","-0.211","-1.547","0"
"2016/07/01","00:00","11.373","10.386","9.897","5.068","5.04","0.182","-0.159","-1.537","0"
"2016/08/01","00:00","11.147","10.218","9.776","5.031","4.994","0.212","-0.07","-1.038","0"
"2016/09/01","00:00","11.298","10.179","9.835","5.176","5.135","0.435","0.205","-1.163","0"
"2016/10/01","00:00","12.216","10.176","9.838","5.251","5.215","0.592","0.323","-1.242","0"
"2016/11/01","00:00","12.407","10.133","9.769","5.215","5.179","0.589","0.238","-1.678","0"
"2016/12/01","00:00","12.305","10.159","9.7","5.127","5.094","0.487","0.064","-1.911","0"
"2017/01/01","00:00","11.577","10.202","9.68","5.064","5.023","0.366","0.008","-2.137","0"
"2017/02/01","00:00","11.646","10.255","9.851","5.163","5.132","0.412","0.159","-2.062","0"
"2017/03/01","00:00","11.419","9.986","9.634","4.831","4.785","-0.064","-0.366","-1.596","0"
"2017/04/01","00:00","11.934","10.396","10.094","5.271","5.223","0.353","0.041","-1.822","0"
"2017/05/01","00:00","12.935","10.665","10.291","5.471","5.424","0.556","0.182","-1.435","0"
"2017/06/01","00:00","12.6","10.504","10.094","5.346","5.307","0.52","0.107","-1.635","0"
"2017/07/01","00:00","12.092","10.363","9.94","5.278","5.248","0.556","0.245","-1.281","0"
"2017/08/01","00:00","11.616","10.176","9.759","5.212","5.184","0.609","0.356","-0.946","0"
"2017/09/01","00:00","11.055","10.173","9.858","5.287","5.258","0.658","0.448","-0.418","0"
"2017/10/01","00:00","11.298","10.15","9.776","5.205","5.177","0.579","0.3","-0.861","0"
"2017/11/01","00:00","11.78","10.143","9.776","5.169","5.135","0.494","0.117","-1.392","0"
"2017/12/01","00:00","12.01","10.054","9.566","4.894","4.867","0.169","-0.247","-1.885","0"
"2018/01/01","00:00","13.512","10.12","9.602","4.782","4.739","-0.123","-0.467","-2.337","0"
"2018/02/01","00:00","11.98","9.802","9.379","4.716","4.69","0.002","-0.303","-2.495","0"
"2018/03/01","00:00","13.168","10.786","10.399","5.573","5.528","0.658","0.356","-1.31","0"
"2018/04/01","00:00","11.777","10.261","9.972","5.146","5.099","0.225","-0.149","-1.189","0"
"2018/05/01","00:00","11.695","10.333","9.907","5.173","5.125","0.343","-0.074","-1.602","0"
"2018/06/01","00:00","12.364","10.543","10.077","5.386","5.345","0.612","0.186","-1.658","0"
"2018/07/01","00:00","11.977","10.284","9.802","5.163","5.112","0.422","0.054","-1.639","0"
"2018/08/01","00:00","12.003","10.36","9.949","5.323","5.287","0.625","0.379","-1.586","0"
"2018/09/01","00:00","11.806","10.32","9.969","5.31","5.268","0.566","0.376","-1.232","0"
"2018/10/01","00:00","11.734","10.327","9.943","5.3","5.266","0.589","0.297","-1.035","0"
"2018/11/01","00:00","12.512","10.294","9.828","5.189","5.161","0.494","0.031","-1.251","0"
"2018/12/01","00:00","12.21","10.261","9.779","5.11","5.1","0.422","-0.005","-1.579","0"
"2019/01/01","00:00","12.184","10.189","9.723","5.107","5.091","0.458","0.11","-2.245","0"
"2019/02/01","00:00","12.108","9.903","9.467","4.854","4.803","0.14","-0.175","-2.436","0"
"2019/03/01","00:00","12.607","9.992","9.621","5.025","5.004","0.386","0.143","-1.629","0"
"2019/04/01","00:00","11.642","10.012","9.684","5.1","5.068","0.451","0.1","-1.133","0"
"2019/05/01","00:00","11.587","10.195","9.881","5.376","5.345","0.809","0.422","-0.818","0"
"2019/06/01","00:00","11.347","10.35","9.917","5.392","5.364","0.812","0.428","-0.572","0"
"2019/07/01","00:00","11.705","10.435","9.963","5.376","5.343","0.724","0.369","-0.943","0"
"2019/08/01","00:00","11.77","10.389","9.979","5.32","5.278","0.576","0.3","-1.465","0"
"2019/09/01","00:00","11.544","10.205","9.884","5.228","5.186","0.487","0.278","-1.639","0"
"2019/10/01","00:00","12.443","10.442","10.113","5.455","5.422","0.73","0.448","-1.176","0"
"2019/11/01","00:00","11.623","10.153","9.766","5.248","5.214","0.661","0.225","-1.015","0"
"2019/12/01","00:00","12.466","10.173","9.694","5.186","5.161","0.629","0.173","-1.34","0"